3.021849999999999881e+01,0.000000000000000000e+00,1.172447479999999986e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.289692228000000052e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.406936975999999895e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.524181723999999960e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.641426472000000025e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.758671219999999868e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.875915967999999934e+00
3.021849999999999881e+01,0.000000000000000000e+00,1.993160715999999999e+00
3.021849999999999881e+01,0.000000000000000000e+00,2.110405463999999842e+00
3.021849999999999881e+01,0.000000000000000000e+00,2.227650211999999907e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.172447479999999986e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.289692228000000052e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.406936975999999895e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.524181723999999960e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.641426472000000025e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.758671219999999868e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.875915967999999934e+00
3.021849999999999881e+01,3.578899299840899908e-03,1.993160715999999999e+00
3.021849999999999881e+01,3.578899299840899908e-03,2.110405463999999842e+00
3.021849999999999881e+01,3.578899299840899908e-03,2.227650211999999907e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.172447479999999986e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.289692228000000052e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.406936975999999895e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.524181723999999960e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.641426472000000025e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.758671219999999868e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.875915967999999934e+00
3.021849999999999881e+01,1.081361878843889977e-02,1.993160715999999999e+00
3.021849999999999881e+01,1.081361878843889977e-02,2.110405463999999842e+00
3.021849999999999881e+01,1.081361878843889977e-02,2.227650211999999907e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.172447479999999986e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.289692228000000052e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.406936975999999895e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.524181723999999960e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.641426472000000025e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.758671219999999868e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.875915967999999934e+00
3.021849999999999881e+01,1.820381878751440100e-02,1.993160715999999999e+00
3.021849999999999881e+01,1.820381878751440100e-02,2.110405463999999842e+00
3.021849999999999881e+01,1.820381878751440100e-02,2.227650211999999907e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.172447479999999986e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.289692228000000052e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.406936975999999895e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.524181723999999960e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.641426472000000025e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.758671219999999868e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.875915967999999934e+00
3.021849999999999881e+01,2.575281104076899974e-02,1.993160715999999999e+00
3.021849999999999881e+01,2.575281104076899974e-02,2.110405463999999842e+00
3.021849999999999881e+01,2.575281104076899974e-02,2.227650211999999907e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.172447479999999986e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.289692228000000052e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.406936975999999895e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.524181723999999960e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.641426472000000025e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.758671219999999868e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.875915967999999934e+00
3.021849999999999881e+01,3.346397653809950190e-02,1.993160715999999999e+00
3.021849999999999881e+01,3.346397653809950190e-02,2.110405463999999842e+00
3.021849999999999881e+01,3.346397653809950190e-02,2.227650211999999907e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.172447479999999986e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.289692228000000052e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.406936975999999895e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.524181723999999960e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.641426472000000025e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.758671219999999868e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.875915967999999934e+00
3.021849999999999881e+01,4.134076690692990025e-02,1.993160715999999999e+00
3.021849999999999881e+01,4.134076690692990025e-02,2.110405463999999842e+00
3.021849999999999881e+01,4.134076690692990025e-02,2.227650211999999907e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.172447479999999986e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.289692228000000052e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.406936975999999895e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.524181723999999960e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.641426472000000025e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.758671219999999868e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.875915967999999934e+00
3.021849999999999881e+01,4.938670582897990158e-02,1.993160715999999999e+00
3.021849999999999881e+01,4.938670582897990158e-02,2.110405463999999842e+00
3.021849999999999881e+01,4.938670582897990158e-02,2.227650211999999907e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.172447479999999986e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.289692228000000052e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.406936975999999895e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.524181723999999960e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.641426472000000025e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.758671219999999868e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.875915967999999934e+00
3.021849999999999881e+01,5.760539048287990210e-02,1.993160715999999999e+00
3.021849999999999881e+01,5.760539048287990210e-02,2.110405463999999842e+00
3.021849999999999881e+01,5.760539048287990210e-02,2.227650211999999907e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.172447479999999986e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.289692228000000052e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.406936975999999895e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.524181723999999960e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.641426472000000025e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.758671219999999868e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.875915967999999934e+00
3.021849999999999881e+01,6.600049301293650639e-02,1.993160715999999999e+00
3.021849999999999881e+01,6.600049301293650639e-02,2.110405463999999842e+00
3.021849999999999881e+01,6.600049301293650639e-02,2.227650211999999907e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.172447479999999986e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.289692228000000052e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.406936975999999895e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.524181723999999960e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.641426472000000025e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.758671219999999868e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.875915967999999934e+00
3.021849999999999881e+01,7.457576202442470215e-02,1.993160715999999999e+00
3.021849999999999881e+01,7.457576202442470215e-02,2.110405463999999842e+00
3.021849999999999881e+01,7.457576202442470215e-02,2.227650211999999907e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.172447479999999986e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.289692228000000052e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.406936975999999895e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.524181723999999960e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.641426472000000025e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.758671219999999868e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.875915967999999934e+00
3.021849999999999881e+01,8.333502410575729935e-02,1.993160715999999999e+00
3.021849999999999881e+01,8.333502410575729935e-02,2.110405463999999842e+00
3.021849999999999881e+01,8.333502410575729935e-02,2.227650211999999907e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.172447479999999986e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.289692228000000052e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.406936975999999895e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.524181723999999960e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.641426472000000025e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.758671219999999868e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.875915967999999934e+00
3.021849999999999881e+01,9.228218537785440323e-02,1.993160715999999999e+00
3.021849999999999881e+01,9.228218537785440323e-02,2.110405463999999842e+00
3.021849999999999881e+01,9.228218537785440323e-02,2.227650211999999907e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.172447479999999986e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.289692228000000052e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.406936975999999895e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.524181723999999960e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.641426472000000025e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.758671219999999868e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.875915967999999934e+00
3.021849999999999881e+01,1.014212330710930060e-01,1.993160715999999999e+00
3.021849999999999881e+01,1.014212330710930060e-01,2.110405463999999842e+00
3.021849999999999881e+01,1.014212330710930060e-01,2.227650211999999907e+00
3.021849999999999881e+01,1.107562371301809984e-01,1.172447479999999986e+00
