ux,uy,uz,p
1.024685,-0.02850051,0.04435482,-0.009572153
1.02922,-0.03447666,0.04355288,-0.009469883
1.007663,0.0122968,0.03144696,-0.009705077
1.006539,0.009856811,0.0344979,-0.009710908
1.006468,0.00719536,0.03762086,-0.009712315
1.007246,0.004230261,0.04052285,-0.00971311
1.008899,0.0004206217,0.04292527,-0.009712125
1.011567,-0.005061551,0.04467184,-0.009701621
1.0152,-0.01274934,0.04579554,-0.009669452
1.019464,-0.0219413,0.04637838,-0.009605813
1.023952,-0.0304231,0.04630857,-0.009511996
1.028419,-0.03609649,0.04529978,-0.009402249
1.009525,0.0127018,0.0323522,-0.00976491
1.007375,0.009788051,0.03565638,-0.009758621
1.006546,0.006785579,0.03908421,-0.009743932
1.006865,0.003576596,0.04225687,-0.00972681
1.008318,-0.0004770004,0.04485382,-0.00970734
1.010929,-0.006303075,0.04672997,-0.009678575
1.014536,-0.01442771,0.04793093,-0.009629423
1.018762,-0.02394138,0.04849126,-0.00955158
1.02321,-0.03237706,0.04823468,-0.009447841
1.027613,-0.03762754,0.04690859,-0.009333114
1.013175,0.01295899,0.03358022,-0.009827237
1.009708,0.009479462,0.03704349,-0.009808305
1.007801,0.006053082,0.04069351,-0.00977561
1.00738,0.002540311,0.04407182,-0.009737956
1.008386,-0.001788405,0.04682188,-0.009697426
1.01072,-0.007948468,0.04880871,-0.009648526
1.014135,-0.01641552,0.05006465,-0.009581793
1.018254,-0.02604234,0.05053947,-0.009490812
1.022655,-0.03418835,0.04998548,-0.009379664
1.026987,-0.03887917,0.04821612,-0.00926291
1.018896,0.01313657,0.03505211,-0.009883805
1.013871,0.009040792,0.0385918,-0.009852786
1.010554,0.005121646,0.04238436,-0.009801579
1.009058,0.0012406,0.04589784,-0.009742165
1.009309,-0.003405619,0.04874704,-0.009679239
1.011106,-0.009889049,0.05079975,-0.009609386
1.014171,-0.01857316,0.05204342,-0.009525339
1.018125,-0.02805768,0.05231919,-0.00942291
1.022463,-0.03564432,0.05132983,-0.0093072
1.026681,-0.03964628,0.04900375,-0.009191478
1.026685,0.0133204,0.03660373,-0.009924048
1.019976,0.008616022,0.04013649,-0.009882094
1.014946,0.00416779,0.04399895,-0.009813391
1.012017,-0.0001383823,0.04758605,-0.009732917
1.011168,-0.00514956,0.05048129,-0.009648225
1.012168,-0.01193925,0.05253527,-0.009558396
1.014748,-0.02068378,0.05365838,-0.009458762
1.018495,-0.02974402,0.05358418,-0.009347458
1.022722,-0.0365139,0.05202,-0.009230244
1.026726,-0.03974128,0.04906811,-0.0091184
1.036073,0.01360227,0.03803605,-0.009937481
1.02769,0.008358974,0.04146651,-0.009885342
1.020729,0.003389542,0.04533464,-0.009801169
1.016047,-0.001377784,0.04895132,-0.009702303
1.013794,-0.006794298,0.05184936,-0.009598884
1.013807,-0.01385504,0.05382885,-0.00949248
1.01585,-0.02247376,0.05469763,-0.009380965
1.01937,-0.03083022,0.05411268,-0.00926447
1.023401,-0.03658309,0.05186486,-0.009148986
1.027051,-0.03903022,0.04828537,-0.009043546
1.046076,0.01405936,0.03916104,-0.009917067
1.036134,0.008394996,0.04237629,-0.009854115
1.027151,0.002956272,0.04618898,-0.009756575
1.02053,-0.002277945,0.04980715,-0.009643404
1.016727,-0.008117472,0.05267826,-0.009526591
1.015749,-0.01537946,0.05450664,-0.009409535
1.017339,-0.02365983,0.05498356,-0.009291857
1.020647,-0.03106654,0.05374879,-0.009174903
1.024375,-0.03569802,0.05076629,-0.009064561
1.027506,-0.03746323,0.04663322,-0.0089678
1.055361,0.0147319,0.03978056,-0.00986213
1.043984,0.008780927,0.04266568,-0.009786075
1.033037,0.002951706,0.04636841,-0.009676611
1.024537,-0.002725911,0.04997571,-0.00955383
1.019348,-0.008966364,0.05280474,-0.00943054
1.017661,-0.01630312,0.05441103,-0.009310555
1.019039,-0.02400823,0.05437344,-0.009193693
1.022175,-0.03027832,0.05239823,-0.00908156
1.025472,-0.03380343,0.04870761,-0.00897979
1.027925,-0.03509254,0.04417137,-0.008893765
1.062504,0.01559924,0.03959929,-0.009779505
1.049753,0.009467601,0.0420938,-0.009686969
1.037091,0.003321841,0.04567311,-0.009566292
1.027136,-0.002754101,0.04928582,-0.009438605
1.02114,-0.009309568,0.05206884,-0.009316265
1.019329,-0.01651046,0.05338357,-0.009201422
1.020828,-0.02338178,0.05273491,-0.009092235
1.023805,-0.02840804,0.05000016,-0.008989854
1.026524,-0.03096884,0.04572352,-0.00889969
1.02816,-0.03207662,0.04101062,-0.008826024
1.066197,0.01653455,0.03818056,-0.009682346
1.052124,0.01025754,0.04037242,-0.009569744
1.038296,0.003840955,0.04391369,-0.009438396
1.027777,-0.002556504,0.04758945,-0.009310363
1.021965,-0.009236448,0.05031435,-0.009195814
1.020773,-0.01598461,0.05125361,-0.009092846
1.022672,-0.0217605,0.04993358,-0.008996591
1.025416,-0.02553988,0.04651688,-0.008907597
1.027388,-0.02739994,0.04188862,-0.008831099
1.028116,-0.02866996,0.03729722,-0.008770629
1.065367,0.01722585,0.03510517,-0.009586065
1.050311,0.01077095,0.03730223,-0.009450493
1.036368,0.004129855,0.04100505,-0.009309848
1.026638,-0.002423548,0.04480764,-0.009186155
1.022188,-0.00888476,0.04740436,-0.009084802
1.02223,-0.01477226,0.04785343,-0.008997818
1.024577,-0.01924395,0.04586104,-0.008917212
1.026894,-0.02191037,0.04196573,-0.008843335
1.027968,-0.02343192,0.03733738,-0.008781221
1.027777,-0.02519587,0.03321562,-0.008733796
1.059581,0.01713774,0.03034723,-0.009501339
1.044589,0.01050129,0.0330018,-0.009342331
1.03214,0.003786602,0.03706381,-0.00919625
1.024722,-0.002582228,0.04094973,-0.009082134
1.022543,-0.008328582,0.04323259,-0.008997394
1.023977,-0.01294937,0.04306443,-0.008927455
1.026509,-0.01605731,0.04050735,-0.008862619
1.028138,-0.01790553,0.03648416,-0.008803734
1.028244,-0.01949686,0.03229799,-0.008755508
1.027244,-0.02200005,0.02899511,-0.008720198
1.049874,0.01568437,0.02448936,-0.009427866
1.036747,0.00905132,0.02792173,-0.009250904
1.027522,0.002630257,0.03232472,-0.009107445
1.023469,-0.003021357,0.03603816,-0.009008504
1.02372,-0.007523909,0.0377297,-0.008941432
1.026115,-0.0106435,0.03689837,-0.008887019
1.028353,-0.01256982,0.03405754,-0.008836263
1.029101,-0.01403094,0.0303898,-0.008791108
1.028334,-0.01605743,0.02710627,-0.008755737
1.026774,-0.0193925,0.02490464,-0.008731351
1.039068,0.01262311,0.01831765,-0.009356643
1.029634,0.006445467,0.02246607,-0.00917561
1.024652,0.0008860574,0.02688463,-0.009046083
1.023967,-0.003473793,0.03002737,-0.00896656
1.025932,-0.006402737,0.03092976,-0.008915742
1.02848,-0.008117753,0.02961133,-0.008873905
1.03,-0.009293058,0.02696208,-0.008835026
1.029894,-0.01083312,0.02418107,-0.008802295
1.028551,-0.0135157,0.0221714,-0.008778952
1.02678,-0.01759844,0.02122994,-0.008764449
1.030571,0.008334208,0.01217457,-0.009280556
1.025713,0.003218839,0.01663888,-0.00911386
1.024725,-0.0009142772,0.02061727,-0.009007875
1.026355,-0.003642877,0.02291427,-0.008948431
1.028856,-0.005071044,0.02313297,-0.008910639
1.030839,-0.005827609,0.02178774,-0.00887854
1.031533,-0.006802488,0.01990528,-0.008850082
1.030877,-0.008774368,0.01844344,-0.008829153
1.029388,-0.01213075,0.01789624,-0.008817364
1.027756,-0.01673744,0.01823436,-0.008811795
1.026594,0.003681256,0.005877749,-0.009200008
1.025853,0.0001296785,0.01020058,-0.009061692
1.027531,-0.002307541,0.01347133,-0.008982236
1.029993,-0.003512294,0.01502381,-0.008939721
1.032058,-0.003918625,0.0150288,-0.008911559
1.033221,-0.004336907,0.01426979,-0.008887729
1.033352,-0.005574778,0.0136309,-0.008869403
1.032606,-0.008112774,0.01369003,-0.008860039
1.031378,-0.01198185,0.01458406,-0.008859035
1.0301,-0.0168266,0.01610136,-0.008861168
1.027353,-0.0004556252,-0.0007465137,-0.00911742
1.029311,-0.002305886,0.003201512,-0.009011406
1.032026,-0.00324272,0.005876673,-0.008954796
1.034202,-0.003442124,0.007151469,-0.008924619
1.035487,-0.003485186,0.007563545,-0.008904079
1.03605,-0.004098052,0.007884616,-0.008888438
1.036052,-0.005827921,0.008693575,-0.008880229
1.035597,-0.008852907,0.0102127,-0.008881438
1.03483,-0.01297996,0.0123575,-0.008889426
1.033907,-0.01778481,0.01486208,-0.008897649
1.031612,-0.003620968,-0.007342431,-0.009030741
1.034702,-0.004075841,-0.003698865,-0.008952659
1.0373,-0.004072562,-0.00123784,-0.008912676
1.038801,-0.003927762,0.0002956236,-0.008891338
1.039496,-0.004156508,0.00155231,-0.008877725
1.039847,-0.005247124,0.003121782,-0.008870127
1.040026,-0.007464976,0.005278377,-0.008870711
1.039978,-0.010778,0.008002788,-0.008879907
1.039602,-0.01490061,0.01111149,-0.008894145
1.038854,-0.01943047,0.0143552,-0.008906969
1.037791,-0.005885607,-0.01306858,-0.008935393
1.040926,-0.005522507,-0.00951665,-0.008878192
1.042956,-0.005208706,-0.006916454,-0.008849586
1.043898,-0.005234194,-0.004827871,-0.008834841
1.044331,-0.005936114,-0.002649088,-0.008827066
1.044707,-0.007551427,6.253133E-06,-0.008825506
1.045093,-0.01012892,0.003202038,-0.008831453
1.04529,-0.01351876,0.006791297,-0.008844732
1.04506,-0.01741995,0.0105595,-0.008862322
1.044266,-0.02149203,0.01429317,-0.008878945
1.044593,-0.007594617,-0.01712674,-0.00883058
1.047248,-0.006977159,-0.01352902,-0.00878789
1.048679,-0.006793711,-0.0106563,-0.008766536
1.049279,-0.007230583,-0.008023399,-0.008755695
1.049623,-0.008453877,-0.005129808,-0.008750678
1.050011,-0.01051221,-0.00173342,-0.008750867
1.050407,-0.01330808,0.002123883,-0.008757289
1.050577,-0.0166198,0.006245457,-0.008770463
1.05027,-0.02015373,0.01041076,-0.008788985
1.049339,-0.02364379,0.01443105,-0.008809218
1.05092,-0.00905533,-0.01919929,-0.008720754
1.052905,-0.008545194,-0.01556719,-0.008686804
1.053817,-0.008668134,-0.01247474,-0.008668154
1.054175,-0.009522195,-0.009466419,-0.008656858
1.054397,-0.01117044,-0.0061435,-0.00864958
1.054622,-0.01354724,-0.002346928,-0.008646102
1.054785,-0.01645232,0.001845803,-0.008648138
1.054725,-0.01960013,0.006229843,-0.00865772
1.054277,-0.02269756,0.01058417,-0.008675407
1.053319,-0.02555049,0.01472684,-0.008699194
1.055776,-0.01040982,-0.01943263,-0.008611227
1.057054,-0.01014625,-0.01586096,-0.008580049
1.057504,-0.01056121,-0.01265734,-0.008558597
1.057597,-0.01171308,-0.009426528,-0.008541289
1.057566,-0.01362692,-0.005866184,-0.008526183
1.057448,-0.0161781,-0.00187687,-0.008514164
1.057223,-0.01909196,0.002448889,-0.008508299
1.056876,-0.02202303,0.006908264,-0.008512277
1.056375,-0.02467058,0.01127949,-0.008528329
1.055634,-0.02690134,0.0153787,-0.008555752
1.058481,-0.01167124,-0.01814845,-0.008503377
1.059083,-0.01164354,-0.01472246,-0.008469245
1.059086,-0.01226382,-0.0114909,-0.008439723
1.058835,-0.0135776,-0.008115672,-0.008411426
1.05843,-0.01559294,-0.00438296,-0.008384208
1.057881,-0.01815403,-0.0002606605,-0.008360708
1.057256,-0.02094448,0.004125267,-0.008345678
1.056697,-0.02358693,0.008559121,-0.00834421
1.056312,-0.02578427,0.01281162,-0.00835951
1.056041,-0.0274532,0.01669498,-0.008391402
1.05885,-0.01280132,-0.01567044,-0.008393205
1.058831,-0.01292911,-0.01239839,-0.008351955
1.058367,-0.01367184,-0.009163462,-0.008311256
1.057682,-0.01505489,-0.005672545,-0.008269732
1.056829,-0.01704335,-0.001783241,-0.008229235
1.05586,-0.01945113,0.002465638,-0.008194501
1.05495,-0.02195848,0.006895259,-0.008172051
1.054371,-0.02420792,0.0112562,-0.00816795
1.054322,-0.02593764,0.01529678,-0.008185402
1.054735,-0.0271122,0.01881994,-0.008223534
1.05715,-0.01375457,-0.01234627,-0.008273314
1.056562,-0.01395658,-0.009140744,-0.008223372
1.055591,-0.01476132,-0.005842169,-0.008171805
1.054399,-0.01615524,-0.002220771,-0.00811894
1.053075,-0.01802469,0.0017989,-0.008068456
1.051769,-0.02014783,0.006118927,-0.008027001
1.050776,-0.02223774,0.01051702,-0.008002467
1.05046,-0.02400623,0.01471162,-0.008001076
1.051025,-0.02525616,0.01842505,-0.008024775
1.052311,-0.02600184,0.0214553,-0.008070706
1.053926,-0.01447608,-0.008547031,-0.008136325
1.052811,-0.01472491,-0.005263594,-0.00807886
1.051311,-0.01554671,-0.00177572,-0.008020056
1.049596,-0.0168804,0.002028821,-0.007961717
1.047853,-0.01853605,0.006131971,-0.007908897
1.046372,-0.02027918,0.01038636,-0.007869323
1.045571,-0.02188941,0.01455408,-0.007851044
1.045853,-0.02316952,0.01834721,-0.007858914
1.047317,-0.02398897,0.02148939,-0.007892191
1.049596,-0.02440732,0.02382139,-0.007945424
1.049765,-0.01489092,-0.004628715,-0.007977755
1.048153,-0.0152113,-0.001118018,-0.007916071
1.046156,-0.01599649,0.002666458,-0.007855962
1.044009,-0.01714967,0.006668847,-0.007800566
1.042031,-0.01846648,0.01074949,-0.007755545
1.040661,-0.01976495,0.01471679,-0.00772821
1.040416,-0.02091872,0.01833996,-0.007724742
1.041639,-0.0218053,0.02135671,-0.007746694
1.044173,-0.02233593,0.02355343,-0.007789814
1.047374,-0.02260918,0.02491569,-0.007846964
1.045024,-0.0148956,-0.000964398,-0.00779765
1.042945,-0.01528186,0.002868403,-0.007736592
1.040579,-0.01591896,0.006928417,-0.007682491
1.038259,-0.0167238,0.01098829,-0.007639232
1.036429,-0.01758025,0.01480901,-0.007611701
1.035636,-0.01843122,0.01817931,-0.007604733
1.036381,-0.0192403,0.02089088,-0.007620519
1.03876,-0.01991232,0.02274251,-0.007656309
1.042244,-0.0203791,0.02367651,-0.007705471
1.045966,-0.02078209,0.02394352,-0.007761773
1.039775,-0.01432023,0.002027703,-0.007601856
1.037385,-0.01464234,0.006127109,-0.007547984
1.034993,-0.01494518,0.01023043,-0.00750805
1.033009,-0.01525377,0.01401358,-0.007485005
1.03193,-0.01562908,0.01722252,-0.007480912
1.032264,-0.01614939,0.01966888,-0.007496268
1.034262,-0.01680828,0.02118312,-0.007528584
1.037589,-0.01749776,0.02168371,-0.007572333
1.041415,-0.01819062,0.02137854,-0.00762179
1.04492,-0.01906325,0.0208314,-0.007674284
1.034271,-0.01293084,0.003943736,-0.007403945
1.032045,-0.01295938,0.008048817,-0.007365328
1.030262,-0.01276839,0.01182117,-0.007346851
1.029298,-0.01257771,0.01496608,-0.007348145
1.029534,-0.01262356,0.01728899,-0.007366838
1.031192,-0.01303256,0.01863705,-0.007398936
1.034067,-0.01376092,0.01891071,-0.007439286
1.037483,-0.01472604,0.0182506,-0.007483375
1.040687,-0.0159857,0.01719321,-0.007529442
1.043239,-0.01766202,0.01648567,-0.007578668
1.029391,-0.01059579,0.004585013,-0.007223635
1.028019,-0.01016566,0.008374437,-0.007206854
1.027491,-0.009496965,0.01154684,-0.007212654
1.027972,-0.008995695,0.0139005,-0.007235969
1.02951,-0.008954989,0.01528937,-0.007270281
1.031879,-0.009441987,0.01559614,-0.007309375
1.034559,-0.01041669,0.01488356,-0.007349209
1.036988,-0.01193561,0.01360345,-0.007389257
1.038855,-0.01410001,0.01250773,-0.007431771
1.040114,-0.01679342,0.01223181,-0.007480043
1.026016,-0.007459322,0.004128301,-0.007076611
1.025981,-0.006596901,0.007441709,-0.007082903
1.026934,-0.005655887,0.009981924,-0.00710964
1.028639,-0.005101355,0.01160608,-0.007147703
1.03071,-0.005133008,0.01218647,-0.007188677
1.032686,-0.005767137,0.01170451,-0.007227407
1.03421,-0.007127316,0.01047579,-0.007263317
1.035126,-0.009452594,0.009177766,-0.007299419
1.035447,-0.01271347,0.008500379,-0.007339958
1.035284,-0.01641763,0.008761632,-0.007389241
1.024245,-0.003879007,0.002998509,-0.006965773
1.025658,-0.002776978,0.005889221,-0.006991232
1.027802,-0.001826604,0.007932344,-0.007032331
1.029977,-0.001376436,0.008996586,-0.007077988
1.031622,-0.001479859,0.009000126,-0.00712064
1.032506,-0.00225093,0.00809506,-0.007157996
1.032632,-0.004095725,0.006799491,-0.007192281
1.032026,-0.007319863,0.005797069,-0.007227826
1.030777,-0.01160182,0.005542274,-0.007269431
1.029152,-0.01611912,0.006091745,-0.007321982
1.023678,-0.0002574299,0.001708308,-0.006885028
1.026341,0.0008350974,0.004337114,-0.006923867
1.029064,0.001617145,0.006063474,-0.006973523
1.030963,0.001967635,0.006766933,-0.007023245
1.031738,0.001884951,0.006470768,-0.007067911
1.031531,0.0009975277,0.005498966,-0.007107891
1.030482,-0.001347483,0.004440162,-0.0071466
1.028626,-0.005355349,0.00384465,-0.007188033
1.026188,-0.01039867,0.003949288,-0.007236058
1.023632,-0.0154862,0.004696299,-0.007294308
1.023868,0.003062879,0.0007293174,-0.006827367
1.027362,0.003953348,0.003206743,-0.006874249
1.030091,0.004529115,0.004731981,-0.006928634
1.031411,0.00486035,0.005251437,-0.006981588
1.031436,0.004830892,0.004950665,-0.007030654
1.030525,0.003767531,0.004285838,-0.007078039
1.028849,0.0009203773,0.00380549,-0.007127138
1.02652,-0.003704062,0.003868646,-0.007180097
1.023868,-0.009252627,0.004536168,-0.00723779
1.021315,-0.01470387,0.005701041,-0.007300999
1.024526,0.005860526,0.0001322456,-0.006787715
1.028349,0.006458628,0.002463594,-0.006838033
1.030747,0.006846244,0.003848698,-0.006893944
1.031532,0.007130371,0.004380811,-0.006948757
1.031149,0.006970842,0.004421831,-0.007001987
1.03006,0.005496328,0.004476137,-0.007056578
1.028467,0.002051961,0.004946192,-0.007114936
1.026497,-0.00309238,0.005963273,-0.007176728
1.024369,-0.008951027,0.007436621,-0.007240026
1.022303,-0.01456003,0.009221769,-0.007304038
1.025457,0.008010869,-0.0005623476,-0.006762426
1.029126,0.008258115,0.001566953,-0.006811801
1.031013,0.00837862,0.002882612,-0.006865196
1.031386,0.008372121,0.003652866,-0.006917763
1.030869,0.007704038,0.004335911,-0.006969932
1.029912,0.005507692,0.005353645,-0.007024528
1.028653,0.001378469,0.006891092,-0.007083054
1.02712,-0.004180802,0.008878656,-0.007144214
1.025401,-0.01015977,0.01113094,-0.007205928
1.023649,-0.01571069,0.01348088,-0.007268028
1.026218,0.009365884,-0.001900975,-0.006749026
1.029337,0.009123287,-1.426773E-05,-0.006793553
1.030633,0.008738341,0.00134929,-0.006840107
1.030676,0.008084645,0.002572444,-0.006885262
1.030078,0.006586483,0.004065318,-0.006929927
1.029139,0.003568009,0.006051584,-0.006976826
1.027894,-0.001101966,0.008489517,-0.007027536
1.026333,-0.006820075,0.01117175,-0.007081767
1.024556,-0.01267089,0.01387625,-0.007139156
1.022781,-0.01795512,0.01644007,-0.00720063
1.02582,0.009656045,-0.003738478,-0.006745659
1.028111,0.008693255,-0.001943565,-0.006783746
1.028796,0.007526297,-0.0002726642,-0.006821666
1.0285,0.00601642,0.001624594,-0.006857228
1.02767,0.003707214,0.003969379,-0.006891921
1.026474,0.0001580737,0.00674497,-0.006928727
1.024944,-0.004616038,0.009734835,-0.006970027
1.023149,-0.0100799,0.0126661,-0.007017362
1.021258,-0.01549506,0.01532653,-0.007072293
1.019543,-0.02031292,0.01758968,-0.007136201
1.022584,0.008525636,-0.004793232,-0.006747776
1.023892,0.006718086,-0.002611981,-0.006781609
1.024029,0.004756514,-0.0002777539,-0.006813215
1.02347,0.002592691,0.002357854,-0.006841394
1.022481,-8.827534E-05,0.005287527,-0.006868351
1.021173,-0.003603364,0.008339016,-0.006897441
1.01962,-0.007961079,0.0112561,-0.006931832
1.017919,-0.01279376,0.01381757,-0.006974719
1.016264,-0.01754622,0.01589584,-0.007029358
1.014978,-0.02179488,0.01744096,-0.00709737
1.015421,0.005666316,-0.003308745,-0.006739976
1.015986,0.003283335,-0.0002131021,-0.006774193
1.016046,0.001015706,0.002914223,-0.006805611
1.015824,-0.001149521,0.005963184,-0.006833283
1.015374,-0.003508619,0.008787622,-0.006859184
1.014666,-0.00640346,0.01123118,-0.006886172
1.013646,-0.009964671,0.01318607,-0.006917714
1.012337,-0.01400091,0.01463902,-0.006958713
1.01102,-0.01809646,0.01564167,-0.007014527
1.010233,-0.02190714,0.01624996,-0.007087294
1.006925,0.0008178266,0.001099868,-0.006705305
1.007496,-0.001457211,0.005142998,-0.006747897
1.008212,-0.003154453,0.008677438,-0.006789959
1.009013,-0.004415421,0.01143264,-0.006827749
1.00968,-0.005674281,0.01328504,-0.006860444
1.009903,-0.007416005,0.01427349,-0.006889905
1.009395,-0.009942532,0.01459495,-0.006921267
1.00817,-0.01321254,0.01453341,-0.006962734
1.006811,-0.01687944,0.01432393,-0.007022138
1.006241,-0.02059748,0.01407339,-0.007101295
1.002611,-0.00608669,0.006236942,-0.006666705
1.003504,-0.007347323,0.01037089,-0.006729398
1.004822,-0.007490566,0.01329487,-0.006792124
1.006334,-0.00695994,0.0148275,-0.006845141
1.0076,-0.006466295,0.01509098,-0.006884675
1.008064,-0.006721579,0.01446531,-0.006914432
1.007324,-0.008184108,0.01345798,-0.006944649
1.005607,-0.0108568,0.01249157,-0.006988073
1.003938,-0.01434739,0.01174446,-0.007053343
1.003523,-0.01823285,0.01118855,-0.007139429
1.003785,-0.0140015,0.007884074,-0.006683427
1.00444,-0.01333515,0.01056039,-0.006770374
1.005558,-0.01122976,0.01170129,-0.006850836
1.006787,-0.008552426,0.01152396,-0.00691118
1.007529,-0.0063205,0.01054155,-0.006949224
1.007189,-0.00537781,0.009383634,-0.006974425
1.005616,-0.006126526,0.008535005,-0.007002905
1.003489,-0.008414289,0.00813315,-0.007049413
1.00209,-0.01174628,0.008008422,-0.007119664
1.002413,-0.01566858,0.007921555,-0.007207793
1.006036,-0.02056344,0.003789497,-0.006768003
1.006042,-0.01759893,0.004034938,-0.00686603
1.006482,-0.01345987,0.003299334,-0.00694966
1.006777,-0.009323733,0.002215525,-0.007007422
1.006311,-0.006250358,0.001415383,-0.007042028
1.004872,-0.004888165,0.001289308,-0.007067495
1.002922,-0.005347274,0.001838883,-0.007101151
1.00149,-0.007299457,0.002741258,-0.007154258
1.001551,-0.0102792,0.00360616,-0.007226475
1.003384,-0.01391835,0.004208135,-0.007307922
1.005968,-0.024149,-0.003009455,-0.006861698
1.005411,-0.01955335,-0.004566968,-0.006955716
1.005099,-0.01451495,-0.006051506,-0.00703625
1.004362,-0.01011243,-0.006885263,-0.007096316
1.002914,-0.007105996,-0.006778348,-0.0071413
1.001211,-0.005811431,-0.005802879,-0.007184037
1.00023,-0.006140423,-0.004321472,-0.007236162
1.000827,-0.007785596,-0.002777374,-0.00730076
1.003163,-0.01041868,-0.00146789,-0.007371375
1.006644,-0.01374043,-0.0004624511,-0.007437841
1.003987,-0.02509644,-0.008822393,-0.006919269
1.002687,-0.02005929,-0.01106639,-0.007009504
1.001559,-0.01523793,-0.01261748,-0.007097789
1.000277,-0.01131551,-0.01317851,-0.007178718
0.9990231,-0.008741187,-0.01272245,-0.007254635
0.9986162,-0.007707992,-0.0114746,-0.007331167
0.9999201,-0.008139541,-0.009806339,-0.007410182
1.003096,-0.009779145,-0.008079169,-0.007486271
1.007445,-0.01232361,-0.006514602,-0.007550179
1.011877,-0.01546719,-0.005152933,-0.007595554
1.001596,-0.02438505,-0.01258764,-0.006945865
0.999308,-0.0198013,-0.01496502,-0.007044805
0.9977366,-0.01588161,-0.0164657,-0.007159756
0.9970407,-0.01292533,-0.01688069,-0.007280254
0.997456,-0.01117349,-0.0162025,-0.007399342
0.9993824,-0.01078564,-0.0146259,-0.007512418
1.003017,-0.01165165,-0.01250159,-0.007613163
1.007961,-0.01342987,-0.01023986,-0.007692748
1.013288,-0.01579881,-0.00816366,-0.007743926
1.017933,-0.01855464,-0.006393518,-0.007765652
0.9989861,-0.02295997,-0.01316021,-0.006976683
0.9962496,-0.01930964,-0.01529075,-0.007097577
0.9950727,-0.01679322,-0.01642012,-0.007249324
0.9957306,-0.01535917,-0.01635152,-0.007411927
0.9980779,-0.01493777,-0.01509043,-0.007567225
1.001865,-0.01548028,-0.01284683,-0.007702695
1.006839,-0.01671389,-0.01000739,-0.007809628
1.012565,-0.01824265,-0.007046855,-0.007881453
1.018287,-0.01988678,-0.004379371,-0.00791546
1.02306,-0.02170385,-0.00223147,-0.00791516
0.9956956,-0.02164663,-0.01040503,-0.007032807
0.993184,-0.01919056,-0.01208368,-0.007177102
0.9926454,-0.01828239,-0.01266921,-0.00735706
0.994312,-0.01853338,-0.01207424,-0.00754674
0.9978317,-0.01951117,-0.01035511,-0.007721278
1.002679,-0.02088004,-0.007684019,-0.007863516
1.008429,-0.02218992,-0.004369903,-0.007964639
1.014655,-0.02306831,-0.000851621,-0.008022166
1.020712,-0.02354022,0.002395761,-0.008038852
1.025818,-0.02392465,0.004991898,-0.008022059
0.991918,-0.02035393,-0.006349786,-0.007087182
0.9898478,-0.01931231,-0.007858964,-0.007248916
0.9898081,-0.01994584,-0.008161969,-0.007442825
0.991968,-0.0215917,-0.007272494,-0.007642674
0.9959516,-0.02361581,-0.005301297,-0.007822804
1.001239,-0.02553029,-0.002398345,-0.007964916
1.007401,-0.0267586,0.001185679,-0.008060487
1.014011,-0.02691853,0.005050403,-0.008109616
1.020476,-0.02614125,0.008702485,-0.008118344
1.026175,-0.02490234,0.01167233,-0.008095582
0.988857,-0.01847882,-0.003509243,-0.007099538
0.9871394,-0.01908139,-0.004878088,-0.007273019
0.987411,-0.02115625,-0.004921323,-0.007471959
0.9897017,-0.02384062,-0.003718493,-0.007672706
0.9936664,-0.02649903,-0.001427408,-0.007852595
0.9989139,-0.0286305,0.001761694,-0.00799547
1.005119,-0.02961234,0.005559021,-0.008094112
1.011914,-0.02906909,0.009558711,-0.008149407
1.018795,-0.02717373,0.01329581,-0.008166995
1.025287,-0.02445091,0.0163207,-0.008153369
0.9878868,-0.01624382,-0.003240616,-0.007056333
0.9862919,-0.01853279,-0.003870925,-0.007235879
0.9865845,-0.02178608,-0.003159203,-0.007434483
0.9886798,-0.02508896,-0.001246754,-0.007631889
0.9923528,-0.02793012,0.001663128,-0.007810443
0.9973747,-0.02984993,0.005290233,-0.007958192
1.0035,-0.03028876,0.009265193,-0.008069963
1.010392,-0.02897946,0.01318869,-0.008145999
1.01764,-0.02614073,0.01667786,-0.008188472
1.024915,-0.02229606,0.01938989,-0.00819806
0.9895708,-0.01476071,-0.004296442,-0.006969986
0.987899,-0.01822111,-0.003379574,-0.007146559
0.98791,-0.02199205,-0.001387161,-0.007337686
0.9895928,-0.02530386,0.001531855,-0.007528087
0.9928812,-0.02775995,0.005141567,-0.007706111
0.9976355,-0.02896271,0.009084655,-0.007864174
1.003635,-0.02853437,0.01296952,-0.007998185
1.010594,-0.02640487,0.01647017,-0.008105567
1.018206,-0.02286517,0.01934596,-0.008182414
1.026193,-0.01846029,0.02143067,-0.008221824
0.993086,-0.01439806,-0.004115173,-0.006850761
0.9912422,-0.0180558,-0.001571599,-0.007014883
0.9909026,-0.02150949,0.001636557,-0.007193641
0.9921759,-0.02417389,0.005340141,-0.007377796
0.9950585,-0.02570786,0.009253141,-0.007560493
0.9994501,-0.02583667,0.01302481,-0.00773605
1.005197,-0.02443636,0.01636539,-0.007898628
1.012115,-0.02165021,0.01910808,-0.008040666
1.019965,-0.01785946,0.0211865,-0.008151573
1.028402,-0.01362607,0.02258338,-0.00821798
0.9964085,-0.01408936,-0.002413884,-0.00670561
0.9945742,-0.01714648,0.001148232,-0.006856566
0.9940984,-0.01973583,0.00496186,-0.00702742
