ux,uy,uz,p
1.00772,0.004874987,0.01430937,-0.009809964
1.003358,0.004720262,0.01715353,-0.009850456
1.000006,0.003839118,0.01943688,-0.009887854
0.997984,0.002512173,0.02103503,-0.009921587
0.9972465,0.0009700418,0.02197723,-0.009950183
0.9973394,-0.0006596716,0.02242493,-0.00997168
0.9975399,-0.002390192,0.0226187,-0.009984001
1.019979,0.00135571,0.004357985,-0.009670939
1.016542,0.003103417,0.007084856,-0.009719216
1.012318,0.004551693,0.00995189,-0.009768504
1.007854,0.005218612,0.01281858,-0.009815693
1.003886,0.004995116,0.01542397,-0.009860034
1.001023,0.00407655,0.01752143,-0.009901191
0.9995371,0.002746624,0.01898513,-0.009938058
0.9992688,0.001223672,0.01984203,-0.009968851
0.9996324,-0.0003963285,0.02025973,-0.009991691
0.999843,-0.002165218,0.02049578,-0.01000494
1.019278,0.001946484,0.003945739,-0.009669849
1.016142,0.003656056,0.006245125,-0.00972063
1.012288,0.00500313,0.008740667,-0.009772982
1.008277,0.005552622,0.01129513,-0.009823867
1.004847,0.005236228,0.01364362,-0.009872224
1.002578,0.004269232,0.01553485,-0.009917058
1.001659,0.002936573,0.01683904,-0.009956646
1.001798,0.001436995,0.01758628,-0.009989019
1.002311,-0.0001744225,0.01795959,-0.01001264
1.002406,-0.001990879,0.01823621,-0.01002656
1.018554,0.002623477,0.00365091,-0.009670828
1.01581,0.004240842,0.005509411,-0.009724264
1.012442,0.005431415,0.00762734,-0.009779791
1.009011,0.005821195,0.009867782,-0.009834401
1.006227,0.005389443,0.01195535,-0.009886596
1.004603,0.004369336,0.01362933,-0.009934613
1.004211,0.003038512,0.01476102,-0.009976195
1.004642,0.001565746,0.01539675,-0.01000944
1.00516,-4.033824E-05,0.01574362,-0.0100334
1.005032,-0.00191124,0.01609312,-0.01004799
1.017828,0.003354485,0.003571741,-0.009674164
1.015568,0.004811506,0.004998319,-0.009730339
1.012792,0.005780006,0.00675047,-0.009788973
1.010035,0.005966078,0.00868486,-0.009847014
1.007952,0.005403002,0.01050862,-0.009902438
1.006953,0.004332497,0.0119545,-0.009952758
1.006992,0.003009969,0.0129102,-0.009995421
1.007575,0.00156454,0.01345404,-0.01002888
1.007975,-4.124739E-05,0.01381944,-0.01005296
1.007565,-0.00196937,0.01429825,-0.01006843
1.017126,0.004099957,0.003827882,-0.009680159
1.015428,0.005318195,0.004853558,-0.009739039
1.013322,0.005996344,0.006261498,-0.009800445
1.011287,0.005942398,0.00789243,-0.009861234
1.009895,0.005243882,0.009435722,-0.009918885
1.009447,0.004131896,0.01063387,-0.009970396
1.009798,0.002822137,0.01141354,-0.01001324
1.010413,0.001399021,0.0118968,-0.01004643
1.010625,-0.0002145707,0.0123377,-0.01007058
1.009944,-0.002200373,0.01301027,-0.01008717
1.016477,0.004816493,0.004544732,-0.009689045
1.01539,0.005716124,0.005216827,-0.009750426
1.013988,0.006046177,0.006299281,-0.009813959
1.01267,0.005734957,0.007609651,-0.009876453
1.011911,0.004911209,0.008833202,-0.009935096
1.011916,0.003768607,0.009751012,-0.009986688
1.012475,0.002469075,0.01035087,-0.01002898
1.013056,0.00105398,0.01080281,-0.01006159
1.013079,-0.0005824764,0.01137091,-0.01008576
1.012194,-0.002629391,0.01229407,-0.01010347
1.015916,0.005463024,0.005828435,-0.009700817
1.015442,0.005976434,0.006200477,-0.009764298
1.014728,0.005926745,0.006962248,-0.009829042
1.014074,0.005367946,0.007910698,-0.009892
1.013866,0.004440558,0.008756298,-0.009950402
1.014236,0.003273723,0.009351572,-0.01000117
1.014945,0.001969798,0.009759819,-0.01004241
1.01549,0.0005349115,0.01019643,-0.0100742
1.015379,-0.001151613,0.01092488,-0.0100982
1.014386,-0.003272159,0.01213546,-0.01011661
1.015485,0.006008939,0.007737062,-0.009715064
1.015575,0.006095874,0.007858481,-0.009780072
1.015483,0.005672579,0.008288044,-0.009844971
1.01541,0.004902404,0.008819554,-0.009907171
1.015667,0.003896638,0.009226539,-0.00996433
1.016345,0.002701582,0.009457899,-0.01001368
1.017195,0.001363478,0.009655735,-0.01005359
1.017747,-0.0001351728,0.0100751,-0.0100843
1.017585,-0.001914406,0.01097093,-0.01010762
1.01658,-0.004133708,0.01247613,-0.01012583
1.015242,0.006441812,0.01025726,-0.009730849
1.015796,0.00610079,0.01016799,-0.009796707
1.016221,0.005349573,0.01024724,-0.00986076
1.016629,0.004421208,0.01031592,-0.009921237
1.017275,0.003357428,0.01024359,-0.009976524
1.018229,0.00211752,0.01008387,-0.0100242
1.01924,0.0007012237,0.01005157,-0.01006262
1.019861,-0.0009198877,0.01043556,-0.01009194
1.019729,-0.002848504,0.0114773,-0.01011382
1.018784,-0.005203271,0.01324737,-0.01013058
1.015257,0.006771448,0.01329527,-0.00974674
1.016145,0.006042428,0.01302781,-0.00981278
1.016955,0.005038418,0.01275027,-0.009875235
1.017732,0.004007858,0.01234383,-0.009933432
1.018694,0.002896593,0.01178985,-0.009986618
1.0199,0.001585273,0.01123749,-0.01003261
1.021094,3.802466E-05,0.0109631,-0.01006953
1.021833,-0.001772547,0.01128384,-0.01009708
1.02179,-0.003914513,0.01242372,-0.01011668
1.020949,-0.006447823,0.01438931,-0.01013059
1.015604,0.007027989,0.01668622,-0.009761003
1.016683,0.005984529,0.01627314,-0.00982667
1.017737,0.004814312,0.01566115,-0.00988715
1.018762,0.003728242,0.01481541,-0.00994295
1.019959,0.002570651,0.01382307,-0.009994137
1.02138,0.001157735,0.01290821,-0.01003864
1.022753,-0.000573646,0.01239613,-0.01007409
1.023627,-0.002639005,0.01262532,-0.01009959
1.023697,-0.005055269,0.01379671,-0.01011611
1.022978,-0.007809054,0.01585419,-0.01012592
1.016329,0.007254311,0.02021913,-0.009771952
1.017473,0.0059881,0.0197002,-0.009836843
1.018633,0.004731592,0.01881225,-0.009895336
1.019783,0.003621859,0.01760987,-0.009948976
1.021122,0.002413892,0.01626292,-0.009998473
1.022694,0.0008721024,0.0150472,-0.01004174
1.024202,-0.001088828,0.01432449,-0.01007584
1.025186,-0.003462123,0.01444352,-0.01009908
1.02536,-0.006199973,0.01557348,-0.01011197
1.024762,-0.009207493,0.01759938,-0.01011677
1.017408,0.007495412,0.02367038,-0.009778326
1.018532,0.006099275,0.02309427,-0.009842135
1.019686,0.004818404,0.02201863,-0.00989886
1.020849,0.003703309,0.02057389,-0.00995076
1.02223,0.002440053,0.01898276,-0.009998924
1.023863,0.0007486912,0.01755373,-0.01004119
1.025426,-0.001474041,0.0166722,-0.01007402
1.026454,-0.004188471,0.01668064,-0.01009494
1.026692,-0.007273884,0.01770505,-0.01010393
1.026202,-0.01055414,0.01957702,-0.01010327
1.018724,0.0077884,0.02683732,-0.009779595
1.019795,0.006343792,0.0262562,-0.009842008
1.020879,0.005080587,0.02509394,-0.009897208
1.021977,0.003969924,0.02353074,-0.009947753
1.023312,0.00264741,0.02181565,-0.00999484
1.024905,0.0007921199,0.0202775,-0.01003619
1.026413,-0.001709975,0.0193106,-0.01006776
1.027391,-0.004775972,0.01923025,-0.01008637
1.027631,-0.008211305,0.02010722,-0.01009146
1.027231,-0.01176659,0.02172583,-0.0100853
1.020071,0.008155689,0.0295641,-0.009776104
1.021109,0.00672774,0.02902412,-0.009836709
1.02212,0.005509737,0.02786874,-0.009890448
1.023127,0.004409734,0.02629967,-0.009939809
1.024359,0.003023638,0.02457573,-0.009985845
1.025817,0.0009935757,0.02303849,-0.01002615
1.027154,-0.001792517,0.02207348,-0.01005631
1.027975,-0.005200432,0.02194666,-0.01007258
1.028147,-0.008968014,0.02266419,-0.01007392
1.02781,-0.0127848,0.02396869,-0.01006257
1.021207,0.008602272,0.03175401,-0.009768999
1.022263,0.007241644,0.0312871,-0.009827269
1.023252,0.006089867,0.0302087,-0.009879336
1.024198,0.005005486,0.0287216,-0.009927351
1.025311,0.003548153,0.02708905,-0.009972051
1.026564,0.001333078,0.02565836,-0.01001091
1.027629,-0.001732325,0.02478552,-0.01003933
1.028194,-0.005459538,0.02466824,-0.01005315
1.028229,-0.009529792,0.02524392,-0.01005091
1.02793,-0.01358207,0.02621789,-0.01003478
1.021931,0.009116592,0.03336587,-0.009759922
1.023054,0.007864802,0.03298747,-0.009815313
1.024093,0.006799616,0.03202736,-0.00986524
1.025045,0.005733662,0.0306827,-0.009911413
1.026059,0.004191812,0.0292236,-0.009954186
1.027071,0.001781208,0.02799253,-0.009990972
1.027793,-0.001553557,0.02729414,-0.01001713
1.028031,-0.00557393,0.02724627,-0.01002824
1.027877,-0.009915282,0.02772014,-0.01002245
1.027594,-0.01416851,0.02838642,-0.01000191
1.02215,0.009674418,0.03439849,-0.009750596
1.023348,0.00856851,0.03411205,-0.009802673
1.024492,0.007610461,0.03328945,-0.00984988
1.025517,0.006560696,0.03212832,-0.009893488
1.026471,0.0049158,0.03090904,-0.00993354
1.027235,0.002300536,0.0299529,-0.009967484
1.027584,-0.001292258,0.02949431,-0.009990758
1.027462,-0.00558553,0.02956973,-0.009998719
1.027094,-0.01017289,0.02999301,-0.009989202
1.026817,-0.0145866,0.03040108,-0.009964426
1.021916,0.0102457,0.03487322,-0.009742448
1.023136,0.009318876,0.034679,-0.009790976
1.024385,0.00848404,0.03400639,-0.009834933
1.025512,0.007440337,0.03306492,-0.009875231
1.026429,0.005672118,0.03214165,-0.009911757
1.026954,0.002847386,0.03151594,-0.009942113
1.026936,-0.0009943075,0.03134048,-0.00996183
1.026464,-0.005553109,0.03157958,-0.009966047
1.025892,-0.01037223,0.03200262,-0.009952376
1.025628,-0.01490018,0.03221267,-0.009923307
1.021402,0.01080434,0.03482835,-0.009736403
1.022529,0.01008075,0.03473239,-0.009781359
1.023808,0.009372471,0.03423204,-0.009821742
1.024999,0.00831569,0.03355418,-0.009858184
1.025864,0.006407143,0.03297721,-0.009890592
1.026157,0.003374374,0.03271788,-0.009916782
1.025804,-0.0007124309,0.03284639,-0.0099323
1.025031,-0.005544786,0.03327204,-0.009932042
1.024299,-0.01059088,0.0337336,-0.009913567
1.024079,-0.01517917,0.03380109,-0.009879936
1.020838,0.01133871,0.03433374,-0.009732913
1.021717,0.01082354,0.03435377,-0.009774449
1.022886,0.01022417,0.03406626,-0.009811214
1.02403,0.00912708,0.03370642,-0.009843618
1.024776,0.007067827,0.0335191,-0.00987168
1.024831,0.00383363,0.03364384,-0.009893375
1.024192,-0.0005015217,0.03407768,-0.009904121
1.023196,-0.005627185,0.03469398,-0.009898573
1.022379,-0.01089783,0.03521271,-0.009874517
1.02225,-0.01548243,0.03517541,-0.009835924
1.020455,0.01185803,0.03351964,-0.009732142
1.020907,0.01152746,0.03368558,-0.009770531
1.02178,0.01099443,0.03366411,-0.009803931
1.022713,0.009823394,0.03367606,-0.009832522
1.023235,0.007608513,0.03390772,-0.009856373
1.02303,0.004180702,0.03441704,-0.009873452
1.022162,-0.0004115023,0.03514175,-0.009878915
1.021042,-0.005851779,0.03593358,-0.00986727
1.020233,-0.01133589,0.03650171,-0.009836865
1.020252,-0.01584199,0.03637028,-0.009792885
1.020435,0.01238935,0.03259592,-0.009734172
1.020285,0.01218732,0.03294251,-0.00976976
1.020661,0.01165584,0.03323471,-0.009800281
1.021191,0.01037171,0.0336529,-0.009825563
1.021362,0.007996242,0.03431005,-0.009845529
1.020868,0.004379801,0.03518711,-0.009857947
1.019833,-0.0004774607,0.03617364,-0.009857665
1.018697,-0.006240624,0.03710514,-0.009839226
1.018001,-0.01190715,0.03768494,-0.009801857
1.018229,-0.01625186,0.03743814,-0.009752163
1.020942,0.01296483,0.03183238,-0.009739145
1.020021,0.01281034,0.03238527,-0.009772252
1.019701,0.01220221,0.03301348,-0.009800436
1.019638,0.01076065,0.03383941,-0.009822931
1.019329,0.008214243,0.03490088,-0.00983927
1.018519,0.004411224,0.03610962,-0.009846894
1.017376,-0.0007085973,0.03731167,-0.009840433
1.016334,-0.00677583,0.0383248,-0.009814712
1.015855,-0.01256663,0.03884987,-0.009770072
1.016346,-0.01666511,0.03843584,-0.009714564
1.022172,0.01360501,0.03149273,-0.00974727
1.020328,0.0134077,0.03225506,-0.009777974
1.019126,0.01264318,0.03320819,-0.00980413
1.018285,0.01099762,0.03440977,-0.009824076
1.017373,0.008265101,0.0358272,-0.009836731
1.016212,0.004279921,0.03730932,-0.009839226
1.015013,-0.001080344,0.03866043,-0.009826193
1.014161,-0.007398293,0.03967752,-0.009793003
1.01399,-0.01322806,0.04006148,-0.009741197
1.014786,-0.01700084,0.03940567,-0.009680138
1.024407,0.01430725,0.0317534,-0.009758707
1.021526,0.01398414,0.03269951,-0.009786493
1.019266,0.01299457,0.03393757,-0.009810355
1.017467,0.01110459,0.03545748,-0.009827449
1.015818,0.00817423,0.03715907,-0.009835944
1.01425,0.004020916,0.03883421,-0.009832774
1.013012,-0.00153535,0.04025118,-0.009812872
1.012411,-0.008018864,0.04118578,-0.009772379
1.01261,-0.01378145,0.04133715,-0.009713981
1.013732,-0.01715918,0.04035417,-0.009648087
1.027997,0.015045,0.03265603,-0.009773333
1.024037,0.01453313,0.0337287,-0.009796725
1.020576,0.01327255,0.03518869,-0.009817142
1.017635,0.01111647,0.03695197,-0.009830409
1.015088,0.007991108,0.03884915,-0.009833903
1.013005,0.003696334,0.04062421,-0.009824498
1.011682,-0.001995548,0.04202154,-0.009797643
1.011333,-0.008538494,0.04279476,-0.009750375
1.011912,-0.01411482,0.04263113,-0.009686391
1.013348,-0.01703794,0.04123509,-0.00961684
1.033213,0.01577731,0.03411972,-0.009790492
1.028275,0.0150422,0.03522399,-0.009806805
1.023542,0.01349655,0.03681711,-0.009821544
1.019289,0.0110822,0.03873371,-0.00982935
1.015642,0.007785184,0.04073237,-0.00982684
1.012865,0.003383626,0.04252068,-0.00981083
1.011328,-0.002379464,0.04382969,-0.009777292
1.011151,-0.008866279,0.04438147,-0.009724127
1.012047,-0.014129,0.04383326,-0.009655918
1.013739,-0.01654359,0.0419424,-0.009584281
1.040014,0.01646239,0.03599803,-0.009808796
1.034393,0.01550547,0.03699472,-0.009814158
1.028448,0.01369783,0.03859888,-0.009819903
1.022764,0.01106531,0.04056481,-0.009820067
1.017803,0.007636849,0.04257883,-0.009810605
1.014099,0.003161665,0.04431824,-0.009788035
1.012154,-0.002613116,0.04549581,-0.009748543
1.011997,-0.008923499,0.04577931,-0.009690721
1.01308,-0.0137377,0.04477981,-0.009619977
1.014921,-0.01559424,0.04231777,-0.009548159
1.047839,0.0170687,0.03813165,-0.009826138
1.042002,0.01593465,0.03884543,-0.009815867
1.035068,0.01392535,0.04030804,-0.009808484
1.027945,0.01114027,0.04221098,-0.009798476
1.021512,0.007626569,0.04417123,-0.009781309
1.016677,0.003102481,0.04582654,-0.009752718
1.014139,-0.002627519,0.04684233,-0.009708513
1.013832,-0.008632301,0.04680175,-0.009647719
1.014936,-0.01285778,0.04527233,-0.009576526
1.016786,-0.01412031,0.04217369,-0.009506742
1.055642,0.01758149,0.04033366,-0.009840287
1.050079,0.01636087,0.04059147,-0.009809537
1.042491,0.01424125,0.04175782,-0.009784601
1.034067,0.01138159,0.04349415,-0.009761844
1.026163,0.007823261,0.04535088,-0.009736497
1.020155,0.003268576,0.04689847,-0.009702872
1.01697,-0.002349278,0.0477073,-0.00965571
1.01641,-0.007902465,0.04725463,-0.009594147
1.01739,-0.0114041,0.04510087,-0.009525022
1.019113,-0.01207241,0.04132749,-0.009459697
1.062209,0.01800464,0.04226872,-0.009850235
1.057204,0.01682454,0.04197663,-0.009794638
1.049276,0.01470324,0.04275535,-0.009748154
1.039824,0.01184388,0.04426908,-0.0097105
1.0307,0.008269167,0.0459995,-0.009676897
1.023766,0.003708432,0.04740981,-0.009639605
1.020115,-0.001698147,0.04792929,-0.009591621
1.019338,-0.00663283,0.04693914,-0.009531865
1.020118,-0.009302054,0.04406875,-0.0094675
1.021611,-0.009440958,0.03963796,-0.009408919
1.066532,0.018348,0.04328496,-0.009857805
1.061994,0.01734747,0.04253792,-0.009773846
1.053888,0.0153309,0.0430033,-0.009703023
1.043789,0.01253081,0.04435252,-0.009649394
1.033991,0.008959389,0.04598417,-0.0096081
1.02672,0.004447228,0.04721719,-0.009568735
1.023033,-0.0005963581,0.04732605,-0.009522052
1.022212,-0.004731826,0.04565807,-0.009466485
1.022795,-0.006517936,0.04202176,-0.009409108
1.024,-0.006282483,0.03704094,-0.009358868
1.067867,0.01857684,0.04241452,-0.009867919
1.063391,0.01787505,0.04160707,-0.009753315
1.055159,0.01605204,0.04209661,-0.00965743
1.044947,0.01335624,0.04351047,-0.009588532
1.035329,0.009825824,0.04513637,-0.009540928
1.028576,0.005483492,0.04614107,-0.009500919
1.025408,0.001018771,0.04569777,-0.009456895
1.024758,-0.002149256,0.04324463,-0.009406872
1.025173,-0.003096866,0.03889113,-0.009357515
1.026061,-0.002740046,0.03358531,-0.009316055
1.065522,0.01852021,0.03881303,-0.009885517
1.060762,0.01820338,0.03866256,-0.009740671
1.052658,0.01665551,0.03975531,-0.00962241
1.043163,0.0141309,0.04158205,-0.009541341
1.034802,0.01075441,0.04330563,-0.009489369
1.029445,0.006807224,0.04399939,-0.009449231
1.027237,0.003185078,0.04287475,-0.009407705
1.02687,0.00108784,0.03962644,-0.009362978
1.027117,0.000805541,0.03475257,-0.009321196
1.027674,0.0009568268,0.02946373,-0.009287817
1.059062,0.01782919,0.03257916,-0.009910401
1.054261,0.01798585,0.03389998,-0.009741567
1.047093,0.01683472,0.03614742,-0.009608595
1.039434,0.01463637,0.03862547,-0.009520729
1.033315,0.01165874,0.04042492,-0.009465995
1.029874,0.008432043,0.04066984,-0.009424668
1.02871,0.005896594,0.03880161,-0.009383881
1.028549,0.004837594,0.03491143,-0.009342923
1.028584,0.004912867,0.02987879,-0.009307346
1.028834,0.004523412,0.02501705,-0.009280753
1.049398,0.01614787,0.02511173,-0.009937085
1.045593,0.016925,0.02831957,-0.009758556
1.040535,0.01637756,0.03183611,-0.009622823
1.035619,0.01478432,0.03484252,-0.009533907
1.032112,0.01256438,0.03649397,-0.009476537
1.030448,0.01039291,0.03614812,-0.009431718
1.029996,0.009055169,0.03362903,-0.009389474
1.029828,0.008814215,0.0294529,-0.009350743
1.029632,0.008855665,0.02474093,-0.009320176
1.029683,0.007679709,0.02068686,-0.009299167
1.039588,0.01344848,0.01815483,-0.009962982
1.037934,0.01504698,0.02293695,-0.009792812
1.035652,0.01536866,0.02725802,-0.009665157
1.033471,0.01471348,0.03033416,-0.009578101
1.032021,0.01359108,0.03154948,-0.00951675
1.031401,0.01266241,0.0306212,-0.009466706
1.031133,0.01240309,0.02777973,-0.009422289
1.03079,0.01259783,0.02383946,-0.00938567
1.030461,0.01224532,0.01992386,-0.009359906
1.030519,0.01021614,0.01691624,-0.009343632
1.033483,0.01018235,0.01248613,-0.009991918
1.034178,0.01276695,0.01800435,-0.009841667
1.034116,0.01416438,0.02239111,-0.009725668
1.033595,0.01467129,0.0250756,-0.009639821
1.03304,0.01478863,0.02577449,-0.009573939
1.032606,0.01502274,0.0245592,-0.009519818
1.032157,0.01550104,0.02193402,-0.009475308
1.031676,0.01571566,0.01877098,-0.00944255
1.031446,0.01477396,0.01596641,-0.009422204
1.031761,0.01203206,0.01403351,-0.009409889
1.033098,0.007042715,0.00776197,-0.01002275
1.035031,0.01062345,0.01314549,-0.009891965
1.035666,0.01310374,0.01704592,-0.009784899
1.035358,0.014742,0.01921458,-0.009699872
1.034681,0.01594973,0.01967585,-0.00963251
1.033968,0.01702113,0.01870993,-0.009579074
1.033331,0.01782175,0.01686361,-0.009538809
1.032947,0.01778216,0.01483328,-0.009512499
1.033079,0.01629333,0.01318855,-0.009498022
1.033826,0.01313303,0.01216349,-0.00948859
1.037416,0.004528277,0.003339655,-0.01003985
1.03891,0.00888826,0.008071876,-0.00992224
1.038813,0.01219833,0.01138324,-0.009822366
1.037846,0.01466854,0.01331679,-0.009741883
1.03672,0.01660056,0.01404934,-0.009679602
1.035792,0.0181116,0.01385563,-0.009633227
1.035221,0.01894559,0.01312129,-0.009601556
1.035184,0.01862681,0.012264,-0.00958334
1.035819,0.01683543,0.01158396,-0.009574166
1.037005,0.01360414,0.01119701,-0.009566286
1.043696,0.002640913,-0.00100548,-0.01002327
1.043699,0.00737174,0.003027271,-0.009916248
1.042442,0.01108457,0.006029775,-0.009826811
1.04087,0.01396776,0.008173516,-0.009757314
1.039575,0.01624402,0.009591315,-0.009706577
1.038751,0.01792673,0.01039915,-0.009671848
1.038481,0.01874053,0.01075547,-0.009650714
1.038875,0.01833576,0.01084647,-0.009640126
1.03994,0.0165757,0.01083441,-0.009634614
1.041404,0.01358114,0.01084152,-0.009627103
1.049793,0.000928067,-0.005029038,-0.009965131
1.048438,0.005586844,-0.001429947,-0.009871336
1.046552,0.009305068,0.001626084,-0.009796949
1.044948,0.01227955,0.004253676,-0.009742624
1.043911,0.01468551,0.006432979,-0.009705927
1.043428,0.01648194,0.008108824,-0.009683278
1.043501,0.01740741,0.009280434,-0.00967122
1.044193,0.01719267,0.01001877,-0.00966578
1.045452,0.015763,0.01045198,-0.009661796
1.04694,0.01322031,0.01074422,-0.009653982
1.05509,-0.001158921,-0.008440213,-0.009870451
1.053243,0.003145727,-0.004990569,-0.00979211
1.051527,0.006681072,-0.001712222,-0.00973335
1.050408,0.009645264,0.00136424,-0.009692885
1.049872,0.01216643,0.004084154,-0.009667432
1.049772,0.01416168,0.00630696,-0.009653038
1.050076,0.01537557,0.007985494,-0.009645877
1.050844,0.01556588,0.009172362,-0.009642079
1.052023,0.01464771,0.009997343,-0.009637726
1.053283,0.01266527,0.01062975,-0.00962971
1.059685,-0.003857919,-0.01122294,-0.009746086
1.058172,5.751654E-05,-0.007816064,-0.009680716
1.057134,0.003450086,-0.004379584,-0.009632566
1.0567,0.006480264,-0.001068888,-0.009599562
1.056685,0.009212092,0.001904793,-0.009578509
1.056899,0.01151591,0.004405144,-0.009565835
1.05731,0.01312724,0.006414037,-0.009558202
1.057984,0.01380555,0.008004908,-0.009552673
1.05889,0.0134417,0.009296212,-0.009546985
1.05974,0.01203047,0.01040821,-0.009540039
1.06352,-0.006953425,-0.01348493,-0.00959448
1.062716,-0.003292409,-0.01016455,-0.009535322
1.06243,0.0001041881,-0.006724828,-0.009489422
1.06259,0.003322882,-0.003379102,-0.009455153
1.062974,0.006353501,-0.0003248411,-0.009430228
1.06341,0.009018545,0.002349878,-0.009412237
1.063858,0.01103914,0.004668857,-0.009399193
1.064366,0.01217494,0.006713139,-0.009389718
1.064911,0.0123071,0.008560857,-0.009383247
1.065266,0.0114045,0.01025258,-0.009380177
1.066342,-0.009954875,-0.01515623,-0.009415363
1.06617,-0.006389668,-0.01197812,-0.009354722
1.066392,-0.002869231,-0.008633012,-0.009303112
1.066874,0.000600918,-0.005336265,-0.009260025
1.067446,0.003937908,-0.002233598,-0.009224575
1.067975,0.006929512,0.0006420208,-0.009196153
1.0684,0.009294127,0.003333601,-0.009174828
1.068712,0.01079973,0.005892969,-0.009161213
1.068871,0.01132805,0.00832959,-0.009156293
1.068719,0.01083353,0.01059826,-0.0091612
1.068014,-0.01236713,-0.01601094,-0.009209241
1.068146,-0.008821929,-0.01296633,-0.009142165
1.068486,-0.005155875,-0.009702303,-0.009080635
1.068937,-0.001469177,-0.006408683,-0.009025362
1.069411,0.002087488,-0.003178937,-0.00897702
1.069825,0.005289512,-9.508217E-06,-0.008937106
1.07009,0.007878936,0.003131936,-0.008908083
1.070134,0.009644778,0.006237152,-0.008892656
1.069888,0.01046622,0.009229674,-0.00889299
1.069263,0.01027462,0.01198415,-0.00891012
1.068657,-0.01383785,-0.01589373,-0.008978982
1.068715,-0.01035138,-0.01293626,-0.008905429
1.068795,-0.006637868,-0.009678396,-0.008835255
1.06887,-0.002874342,-0.006263268,-0.008770147
1.068935,0.0007345619,-0.002753803,-0.008712182
1.068953,0.003975067,0.0008473836,-0.008664791
1.068829,0.006638379,0.004522617,-0.008632558
1.06845,0.0085452,0.008180454,-0.008619838
1.067746,0.00956238,0.0116547,-0.008629317
1.066713,0.009579687,0.01475407,-0.008661223
1.068585,-0.01418167,-0.01481734,-0.008729332
1.068282,-0.01087616,-0.01189593,-0.00865405
1.067838,-0.00731853,-0.008578721,-0.008581612
1.067288,-0.003717558,-0.004935642,-0.008514271
1.066683,-0.0002915526,-0.001014696,-0.008455049
1.066031,0.002782916,0.0031326,-0.008408602
1.065257,0.005357494,0.007397883,-0.008380656
1.064259,0.007282944,0.01158634,-0.008376125
1.06303,0.008402308,0.01544388,-0.008397311
1.061695,0.008547267,0.01873096,-0.008443277
1.068177,-0.01337014,-0.01289717,-0.008465598
1.067379,-0.01039607,-0.009934306,-0.008396194
1.066303,-0.007243246,-0.006500442,-0.008330874
1.065015,-0.004091894,-0.002591887,-0.008271943
1.0636,-0.001112701,0.001746468,-0.008222626
1.062099,0.001582489,0.006397045,-0.008187646
1.060488,0.003901169,0.01115156,-0.008172357
1.058748,0.005711174,0.01571933,-0.008180741
1.057012,0.006825246,0.01978104,-0.008213879
1.055568,0.0070107,0.02307895,-0.008269859
1.067722,-0.01150246,-0.01024807,-0.008192935
1.066432,-0.008993748,-0.0071168,-0.00813735
1.064744,-0.006455428,-0.003488946,-0.008088722
1.062735,-0.003987757,0.0006669469,-0.008048796
1.060502,-0.001666584,0.005282581,-0.008020055
1.058128,0.0004710157,0.01017764,-0.008005929
1.055669,0.002370631,0.01507512,-0.008009817
1.05326,0.003903253,0.01964293,-0.008033553
1.051222,0.004855503,0.02356711,-0.008076744
1.04998,0.004939123,0.02664297,-0.008137155
1.06722,-0.008745841,-0.006968852,-0.007917527
1.065481,-0.006788951,-0.003530906,-0.00788202
1.063259,-0.004970683,0.0003517336,-0.007857385
1.060639,-0.00328933,0.004673592,-0.007844061
1.057727,-0.001721871,0.009316171,-0.007842789
1.054644,-0.000248112,0.01405486,-0.00785458
1.051556,0.001095032,0.01859898,-0.007879993
1.048785,0.002174608,0.02265862,-0.007918577
1.046824,0.002756141,0.02602697,-0.00796896
1.046104,0.002515775,0.02864407,-0.008029125
1.066208,-0.005299619,-0.003285042,-0.007649842
1.064047,-0.003919333,0.0005182909,-0.007638122
1.061409,-0.002817343,0.004611991,-0.007641001
1.058384,-0.001904683,0.008922218,-0.007656779
1.055076,-0.001088038,0.01328785,-0.007683757
1.051627,-0.0003100742,0.01747847,-0.007720282
1.048314,0.0004026876,0.02125047,-0.007764626
1.045622,0.0009037184,0.02443156,-0.007815084
1.044093,0.000925712,0.02699155,-0.007869928
1.043966,0.0001388582,0.02904307,-0.007927295
1.06402,-0.001456692,0.0002915334,-0.007406089
1.061539,-0.0006332871,0.004385917,-0.00741908
1.058692,-0.0001909606,0.008527564,-0.007448566
1.05555,1.817771E-05,0.01259913,-0.007490179
1.052183,0.0001436446,0.01643676,-0.00753996
1.048753,0.0002842743,0.01984948,-0.007594709
1.045646,0.0004162249,0.02268879,-0.007652047
1.043404,0.0003457805,0.02493184,-0.00771009
1.042396,-0.0002469866,0.02670987,-0.007766842
1.042528,-0.00165823,0.02824028,-0.007820616
1.060524,0.002304081,0.003134176,-0.007201948
1.057942,0.002604759,0.007377047,-0.007237516
1.055129,0.002449121,0.01138927,-0.007288597
1.052104,0.002044566,0.01505635,-0.007348612
1.048919,0.001618153,0.01825594,-0.007412672
1.045804,0.001311562,0.02087758,-0.007477722
1.043206,0.001066048,0.02288697,-0.007541806
1.041533,0.0006001501,0.02437897,-0.007603026
1.040814,-0.0004597437,0.02556699,-0.00765938
1.040679,-0.002353984,0.02669073,-0.007710292
1.056304,0.005403896,0.004911168,-0.00704255
1.053866,0.005224491,0.009168208,-0.007095895
1.051252,0.004554295,0.01294202,-0.007161459
1.048459,0.003696051,0.01616271,-0.007231993
